"읍면동별(1)",읍면동별(2),2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018
"읍면동별(1)",읍면동별(2),세대수 (세대),등록인구 (명),등록인구 (명),등록인구 (명),한국인 (명),한국인 (명),한국인 (명),외국인 (명),외국인 (명),외국인 (명),65세이상 고령자 (명)
"읍면동별(1)",읍면동별(2),소계,소계,남,여,소계,남,여,소계,남,여,소계
"철원군",서면,2987,6183,3295,2888,6086,3239,2847,97,56,41,1293
"철원군",근남면,1164,2477,1375,1102,2311,1255,1056,166,120,46,582
"철원군",근북면,58,113,57,56,111,55,56,2,2,0,62
"화천군",소계,12564,25342,13713,11629,25084,13603,11481,258,110,148,5064
"화천군",화천읍,3930,8664,4503,4161,8614,4490,4124,50,13,37,1483
"화천군",간동면,1530,2827,1522,1305,2776,1492,1284,51,30,21,850
"화천군",하남면,1318,2875,1462,1413,2827,1440,1387,48,22,26,670
"화천군",상서면,2486,4236,2578,1658,4215,2572,1643,21,6,15,875
"화천군",사내면,3300,6740,3648,3092,6652,3609,3043,88,39,49,1186
"양구군",소계,11058,23666,12561,11105,23408,12462,10946,258,99,159,4324
"양구군",양구읍,6426,15009,7688,7321,14913,7659,7254,96,29,67,2120
"양구군",남면,1826,3565,1946,1619,3492,1911,1581,73,35,38,952
"양구군",동면,1298,2265,1330,935,2244,1329,915,21,1,20,538
"양구군",방산면,869,1465,864,601,1454,861,593,11,3,8,350
"양구군",해안면,639,1362,733,629,1305,702,603,57,31,26,364
"인제군",소계,15550,32455,17504,14951,32136,17349,14787,319,155,164,6014
"인제군",인제읍,4357,9716,5158,4558,9572,5079,4493,144,79,65,1704
"인제군",남면,2115,4283,2310,1973,4260,2297,1963,23,13,10,824
"인제군",북면,4162,8740,4689,4051,8679,4660,4019,61,29,32,1566
"인제군",기린면,2542,5180,2769,2411,5128,2747,2381,52,22,30,979
"인제군",서화면,1564,2984,1756,1228,2964,1750,1214,20,6,14,485
"인제군",상남면,810,1552,822,730,1533,816,717,19,6,13,456
"고성군",소계,14763,29118,15468,13650,28144,14729,13415,974,739,235,7416
"고성군",간성읍,3446,7408,3926,3482,7375,3918,3457,33,8,25,1400
"고성군",거진읍,3681,6911,3550,3361,6716,3380,3336,195,170,25,2171
"고성군",현내면,1343,2528,1266,1262,2475,1224,1251,53,42,11,887
"고성군",죽왕면,2063,4004,2108,1896,3936,2060,1876,68,48,20,1128
"고성군",토성면,4230,8267,4618,3649,7642,4147,3495,625,471,154,1830
"양양군",소계,13693,27652,14076,13576,27347,13900,13447,305,176,129,7556
"양양군",양양읍,5454,11944,6032,5912,11838,5977,5861,106,55,51,2446
"양양군",서면,1526,3017,1557,1460,3005,1551,1454,12,6,6,998
"양양군",손양면,1240,2485,1273,1212,2426,1238,1188,59,35,24,807
"양양군",현북면,1463,2648,1373,1275,2612,1344,1268,36,29,7,894
"양양군",현남면,1704,3135,1604,1531,3081,1562,1519,54,42,12,1157
"양양군",강현면,2306,4423,2237,2186,4385,2228,2157,38,9,29,1254
