시도명,시군구명,읍/면/동,설치유무,등록인구수,어린이보호구역개수,화재발생횟수,관광지개수,예상범죄발생횟수
광주광역시,북구,중앙동,0.0,3387.0,0.0,0.0,0.0,8.66030914150104
광주광역시,북구,임동,0.0,8362.0,4.0,0.0,0.0,21.381017136472305
광주광역시,북구,신안동,0.0,11009.0,2.0,0.0,0.0,28.149200867666064
광주광역시,북구,용봉동,0.0,40651.0,13.0,0.0,0.0,103.9416081816235
광주광역시,북구,운암1동,0.0,20146.0,4.0,0.0,0.0,51.51183583250072
광주광역시,북구,운암2동,0.0,12985.0,4.0,0.0,0.0,33.201687098432544
광주광역시,북구,운암3동,0.0,15042.0,5.0,0.0,0.0,38.46128435384076
광주광역시,북구,동림동,0.0,22990.0,6.0,0.0,0.0,58.78373403103304
광주광역시,북구,우산동,0.0,11272.0,4.0,0.0,0.0,28.821672466194194
광주광역시,북구,풍향동,0.0,6190.0,3.0,0.0,0.0,15.827373364597413
광주광역시,북구,문화동,0.0,19346.0,0.0,0.0,0.0,49.46629484838474
광주광역시,북구,문흥1동,0.0,17010.0,8.0,0.0,0.0,43.49331517476608
광주광역시,북구,문흥2동,0.0,16835.0,8.0,0.0,0.0,43.0458530844907
광주광역시,북구,두암1동,0.0,8228.0,4.0,0.0,0.0,21.03838902163288
광주광역시,북구,두암2동,0.0,17055.0,4.0,0.0,0.0,43.6083768551226
광주광역시,북구,두암3동,0.0,14476.0,5.0,0.0,0.0,37.014064107578704
광주광역시,북구,삼각동,0.0,14801.0,10.0,0.0,0.0,37.845065132375815
광주광역시,북구,일곡동,0.0,31397.0,16.0,0.0,0.0,80.27981284786188
광주광역시,북구,매곡동,0.0,14558.0,8.0,0.0,0.0,37.223732058450594
광주광역시,북구,오치1동,0.0,12203.0,10.0,0.0,0.0,31.202170786459167
광주광역시,북구,오치2동,0.0,13113.0,10.0,0.0,0.0,33.5289736558911
광주광역시,북구,석곡동,0.0,2767.0,0.0,0.0,0.0,7.075014878811155
광주광역시,북구,건국동,0.0,51598.0,0.0,0.0,0.0,131.93227962302058
광주광역시,북구,양산동,0.0,36447.0,13.0,0.0,0.0,93.19229031009402
광주광역시,서구,양동,0.0,4214.0,3.0,0.0,0.0,9.824078071030533
광주광역시,서구,양3동,0.0,4905.0,0.0,0.0,0.0,11.435003070338102
광주광역시,서구,농성1동,0.0,11049.0,2.0,0.0,0.0,25.75848092235794
광주광역시,서구,농성2동,0.0,5338.0,2.0,0.0,0.0,12.444453902031556
광주광역시,서구,광천동,0.0,8600.0,4.0,0.0,0.0,20.049138920470476
광주광역시,서구,유덕동,0.0,11155.0,0.0,0.0,0.0,26.005598216028854
광주광역시,서구,치평동,0.0,31302.0,6.0,0.0,0.0,72.9742030800659
광주광역시,서구,상무1동,0.0,25407.0,0.0,0.0,0.0,59.231217738650386
광주광역시,서구,상무2동,0.0,24698.0,0.0,0.0,0.0,57.57832942532323
광주광역시,서구,화정1동,0.0,15626.0,4.0,0.0,0.0,36.428819159450185
광주광역시,서구,화정2동,0.0,21373.0,4.0,0.0,0.0,49.82677280781575
광주광역시,서구,화정3동,0.0,10675.0,5.0,0.0,0.0,24.886576508839806
광주광역시,서구,화정4동,0.0,16243.0,5.0,0.0,0.0,37.86722831223278
광주광역시,서구,서창동,0.0,5321.0,0.0,0.0,0.0,12.404821883235279
광주광역시,서구,금호1동,0.0,21383.0,10.0,0.0,0.0,49.850085760048856
광주광역시,서구,금호2동,0.0,29651.0,11.0,0.0,0.0,69.12523466638024
광주광역시,서구,풍암동,0.0,38587.0,11.0,0.0,0.0,89.95768878188305
광주광역시,서구,동천동,0.0,17139.0,3.0,0.0,0.0,39.956068832319005
부산광역시,서구,동대신1동,1.0,4769.0,1.0,0.0,0.0,51.111098285399706
부산광역시,서구,동대신2동,1.0,8225.0,0.0,0.0,0.0,88.15030056561388
부산광역시,서구,동대신3동,1.0,6956.0,2.0,0.0,0.0,74.54996847834774
부산광역시,서구,서대신1동,1.0,12051.0,1.0,0.0,0.0,129.1549267010593
부산광역시,서구,서대신3동,1.0,8991.0,4.0,0.0,3.0,96.35979968211969
부산광역시,서구,서대신4동,0.0,8250.0,0.0,0.0,0.0,88.41823460988626
부산광역시,서구,부민동,1.0,8337.0,4.0,0.0,1.0,89.35064508395415
부산광역시,서구,아미동,1.0,8071.0,2.0,0.0,0.0,86.499826852896
부산광역시,서구,초장동,1.0,5109.0,0.0,0.0,0.0,54.75500128750411
부산광역시,서구,충무동,1.0,10435.0,0.0,0.0,0.0,111.83567007929248
부산광역시,서구,남부민1동,0.0,5412.0,2.0,0.0,1.0,58.00236190408538
부산광역시,서구,남부민2동,0.0,10544.0,5.0,0.0,1.0,113.00386251232008
부산광역시,서구,암남동,1.0,15471.0,3.0,0.0,5.0,165.80830395752125
서울특별시,강남구,신사동,0.0,16914.0,3.0,47.0,0.0,11.256439999510743
서울특별시,강남구,논현동,0.0,45731.0,7.0,77.0,0.0,30.43444824510026
서울특별시,강남구,삼성동,0.0,43968.0,10.0,51.0,0.0,29.261153712811183
서울특별시,강남구,대치동,0.0,83418.0,16.0,56.0,0.0,55.515532214685294
서울특별시,강남구,역삼동,0.0,74062.0,6.0,121.0,0.0,49.289018519792165
서울특별시,강남구,도곡동,0.0,56269.0,5.0,21.0,0.0,37.447595029707344
서울특별시,강남구,개포동,0.0,51732.0,15.0,45.0,0.0,34.42817512443477
서울특별시,강남구,일원동,0.0,57481.0,10.0,19.0,0.0,38.25419342626682
서울특별시,강남구,수서동,0.0,15299.0,7.0,10.0,0.0,10.181640980992956
서울특별시,강남구,세곡동,0.0,44475.0,3.0,6.0,0.0,29.598567398500666
서울특별시,강남구,압구정동,0.0,27440.0,3.0,8.0,0.0,18.261600661379614
서울특별시,강남구,청담동,0.0,27266.0,9.0,34.0,0.0,18.14580188167553
서울특별시,강동구,강일동,0.0,35778.0,8.0,14.0,0.0,13.752626700093902
서울특별시,강동구,상일동,0.0,33345.0,20.0,16.0,0.0,12.817411183258738
서울특별시,강동구,명일동,0.0,43932.0,18.0,20.0,0.0,16.886924819400896
서울특별시,강동구,고덕동,0.0,48671.0,20.0,19.0,0.0,18.708538602500706
서울특별시,강동구,암사동,0.0,69655.0,28.0,35.0,0.0,26.774532192829135
